"t","Ta","Ps","Ph","yTi","TimeDate"
37.25,1.45444655172414,-0.00320432310344828,5.17866666666667,18.2090141413686,2009-02-07 03:41:00
37.3333333333333,1.461945,-0.00316791,5.176,18.337294289291,2009-02-07 03:46:00
37.4166666666667,1.472845,-0.00328105071428571,5.16666666666667,18.4608662571476,2009-02-07 03:51:00
37.5,1.50118464285714,-0.00316791,5.18,18.5740353916851,2009-02-07 03:56:00
37.5833333333333,1.51758689655172,-0.00324073620689655,5.178,18.6806254134122,2009-02-07 04:01:00
37.6666666666667,1.53878071428571,-0.00316791,0.486,18.7705152201182,2009-02-07 04:06:00
37.75,1.552405,-0.00316791,0.0433333333333333,18.7591379023338,2009-02-07 04:11:00
37.8333333333333,1.567665,-0.00316791,0.0406666666666667,18.6293059592355,2009-02-07 04:16:00
37.9166666666667,1.56914965517241,-0.00316791,0.044,18.4356157257083,2009-02-07 04:21:00
38,1.56385,-0.00316791,4.77533333333333,18.2283287697036,2009-02-07 04:26:00
38.0833333333333,1.5584,-0.00316791,5.16,18.0847089225218,2009-02-07 04:31:00
38.1666666666667,1.54968,-0.00316791,5.152,18.1002568093271,2009-02-07 04:36:00
38.25,1.555675,-0.00316791,5.13266666666667,18.1918193798607,2009-02-07 04:41:00
38.3333333333333,1.55295,-0.00320562357142857,0.521333333333333,18.3001072180898,2009-02-07 04:46:00
38.4166666666667,1.54641,-0.00316791,0.038,18.3271424747879,2009-02-07 04:51:00
38.5,1.53126586206897,-0.00320432310344828,0.04,18.2305840820747,2009-02-07 04:56:00
38.5833333333333,1.45159,-0.00316791,0.0433333333333333,18.0757915350565,2009-02-07 05:01:00
38.6666666666667,1.38074642857143,-0.00316791,0.0406666666666667,17.9030431010922,2009-02-07 05:06:00
38.75,1.360585,-0.00316791,0.0393333333333333,17.7239046145611,2009-02-07 05:11:00
38.8333333333333,1.37710344827586,-0.00316791,0.0386666666666667,17.5432395807532,2009-02-07 05:16:00
38.9166666666667,1.39436821428571,-0.00316791,0.0413333333333333,17.3805861089292,2009-02-07 05:21:00
39,1.408535,-0.00316791,0.042,17.2196824122501,2009-02-07 05:26:00
39.0833333333333,1.40919275862069,-0.00316791,0.038,17.0724947106222,2009-02-07 05:31:00
39.1666666666667,1.416165,-0.00316791,0.0406666666666667,16.9357682828579,2009-02-07 05:36:00
39.25,1.41453,-0.00316791,0.04,16.8021650143649,2009-02-07 05:41:00
39.3333333333333,1.424885,-0.00316791,4.72266666666667,16.680563354572,2009-02-07 05:46:00
39.4166666666667,1.44813206896552,-0.00316791,5.05133333333333,16.6282503759452,2009-02-07 05:51:00
39.5,1.47339,-0.00316791,5.03133333333333,16.7228107527931,2009-02-07 05:56:00
39.5833333333333,1.483745,-0.00316791,5.03933333333333,16.8915808110316,2009-02-07 06:01:00
39.6666666666667,1.47917827586207,-0.00316791,5.02666666666667,17.0801737877796,2009-02-07 06:06:00
39.75,1.478295,-0.00316791,5.01,17.266967084941,2009-02-07 06:11:00
39.8333333333333,1.487015,-0.00316791,5.01733333333333,17.4420398933792,2009-02-07 06:16:00
39.9166666666667,1.48391413793103,-0.00316791,5.01133333333333,17.6177418270809,2009-02-07 06:21:00
40,1.49736964285714,-0.00316791,5,17.7738020213111,2009-02-07 06:26:00
